Profile,PWV(mm),Cos,Airmass,Rad4
1,6.6,-0.5,2,1.301826793
1,6.7,-1,1,0.7527992711
1,6.7,-0.975,1.02564102564103,0.7690123166
1,6.7,-0.95,1.05263157894737,0.785972341
1,6.7,-0.925,1.08108108108108,0.8037331863
1,6.7,-0.9,1.11111111111111,0.8223544573
1,6.7,-0.875,1.14285714285714,0.8419016376
1,6.7,-0.85,1.17647058823529,0.8624472539
1,6.7,-0.825,1.21212121212121,0.8840718074
1,6.7,-0.8,1.25,0.906864705
1,6.7,-0.775,1.29032258064516,0.9309258312
1,6.7,-0.75,1.33333333333333,0.9563668282
1,6.7,-0.725,1.37931034482759,0.9833133081
1,6.7,-0.7,1.42857142857143,1.01190689
1,6.7,-0.675,1.48148148148148,1.042307704
1,6.7,-0.65,1.53846153846154,1.074698055
1,6.7,-0.625,1.6,1.109285629
1,6.7,-0.6,1.66666666666667,1.146309427
1,6.7,-0.575,1.73913043478261,1.18604477
1,6.7,-0.55,1.81818181818182,1.22881087
1,6.7,-0.525,1.9047619047619,1.274980954
1,6.7,-0.5,2,1.324992627
1,6.8,-1,1,0.7664466393
1,6.8,-0.975,1.02564102564103,0.7829423994
1,6.8,-0.95,1.05263157894737,0.8001975948
1,6.8,-0.925,1.08108108108108,0.8182670572
1,6.8,-0.9,1.11111111111111,0.8372112061
1,6.8,-0.875,1.14285714285714,0.8570965729
1,6.8,-0.85,1.17647058823529,0.8779969648
1,6.8,-0.825,1.21212121212121,0.8999940474
1,6.8,-0.8,1.25,0.9231786244
1,6.8,-0.775,1.29032258064516,0.94765221
1,6.8,-0.75,1.33333333333333,0.9735281928
1,6.8,-0.725,1.37931034482759,1.000934048
1,6.8,-0.7,1.42857142857143,1.030013664
1,6.8,-0.675,1.48148148148148,1.060929499
1,6.8,-0.65,1.53846153846154,1.093866769
1,6.8,-0.625,1.6,1.129036187
1,6.8,-0.6,1.66666666666667,1.166680362
1,6.8,-0.575,1.73913043478261,1.207078807
1,6.8,-0.55,1.81818181818182,1.250555273
1,6.8,-0.525,1.9047619047619,1.29748811
1,6.8,-0.5,2,1.348321559
1,6.9,-1,1,0.7802053588
1,6.9,-0.975,1.02564102564103,0.7969856961
1,6.9,-0.95,1.05263157894737,0.8145379834
1,6.9,-0.925,1.08108108108108,0.8329179836
1,6.9,-0.9,1.11111111111111,0.8521869895
1,6.9,-0.875,1.14285714285714,0.8724127547
1,6.9,-0.85,1.17647058823529,0.8936700178
1,6.9,-0.825,1.21212121212121,0.9160418413
1,6.9,-0.8,1.25,0.9396204259
1,6.9,-0.775,1.29032258064516,0.9645087994
1,6.9,-0.75,1.33333333333333,0.9908222128
1,6.9,-0.725,1.37931034482759,1.018689945
1,6.9,-0.7,1.42857142857143,1.048258157
1,6.9,-0.675,1.48148148148148,1.07969169
1,6.9,-0.65,1.53846153846154,1.113178558
1,6.9,-0.625,1.6,1.14893273
1,6.9,-0.6,1.66666666666667,1.187200076
1,6.9,-0.575,1.73913043478261,1.2282643
1,6.9,-0.55,1.81818181818182,1.272453927
1,6.9,-0.525,1.9047619047619,1.320152543
1,6.9,-0.5,2,1.371810329
1,7,-1,1,0.7940750802
1,7,-0.975,1.02564102564103,0.8111417992
1,7,-0.95,1.05263157894737,0.8289930993
1,7,-0.925,1.08108108108108,0.8476855583
1,7,-0.9,1.11111111111111,0.8672815165
1,7,-0.875,1.14285714285714,0.887849601
1,7,-0.85,1.17647058823529,0.9094658308
1,7,-0.825,1.21212121212121,0.932214607
1,7,-0.8,1.25,0.9561894112
1,7,-0.775,1.29032258064516,0.9814950172
1,7,-0.75,1.33333333333333,1.008248073
1,7,-0.725,1.37931034482759,1.036580186
1,7,-0.7,1.42857142857143,1.066639437
1,7,-0.675,1.48148148148148,1.098593348
1,7,-0.65,1.53846153846154,1.132632489
1,7,-0.625,1.6,1.168973977
1,7,-0.6,1.66666666666667,1.207867288
1,7,-0.575,1.73913043478261,1.249600085
1,7,-0.55,1.81818181818182,1.294505433
1,7,-0.525,1.9047619047619,1.342972508
1,7,-0.5,2,1.395457308
1,7.1,-1,1,0.8080546395
1,7.1,-0.975,1.02564102564103,0.8254095446
1,7.1,-0.95,1.05263157894737,0.8435616619
1,7.1,-0.925,1.08108108108108,0.8625684422
1,7.1,-0.9,1.11111111111111,0.8824932156
1,7.1,-0.875,1.14285714285714,0.9034056566
1,7.1,-0.85,1.17647058823529,0.9253830067
1,7.1,-0.825,1.21212121212121,0.948510773
1,7.1,-0.8,1.25,0.9728840087
1,7.1,-0.775,1.29032258064516,0.9986088844
1,7.1,-0.75,1.33333333333333,1.025804086
1,7.1,-0.725,1.37931034482759,1.054602908
1,7.1,-0.7,1.42857142857143,1.08515576
1,7.1,-0.675,1.48148148148148,1.117632375
1,7.1,-0.65,1.53846153846154,1.152226236
1,7.1,-0.625,1.6,1.189157483
1,7.1,-0.6,1.66666666666667,1.228679321
1,7.1,-0.575,1.73913043478261,1.271083253
1,7.1,-0.55,1.81818181818182,1.316706999
1,7.1,-0.525,1.9047619047619,1.36594486
1,7.1,-0.5,2,1.419259119
1,7.2,-1,1,0.82214555
1,7.2,-0.975,1.02564102564103,0.8397903875
1,7.2,-0.95,1.05263157894737,0.8582451846
1,7.2,-0.925,1.08108108108108,0.8775682072
1,7.2,-0.9,1.11111111111111,0.8978237747
1,7.2,-0.875,1.14285714285714,0.9190826095
1,7.2,-0.85,1.17647058823529,0.941423059
1,7.2,-0.825,1.21212121212121,0.9649320273
1,7.2,-0.8,1.25,0.9897059062
1,7.2,-0.775,1.29032258064516,1.015852322
1,7.2,-0.75,1.33333333333333,1.04349188
1,7.2,-0.725,1.37931034482759,1.07275974
1,7.2,-0.7,1.42857142857143,1.103808521
1,7.2,-0.675,1.48148148148148,1.136810286
1,7.2,-0.65,1.53846153846154,1.171961427
1,7.2,-0.625,1.6,1.209485112
1,7.2,-0.6,1.66666666666667,1.249638037
1,7.2,-0.575,1.73913043478261,1.292715548
1,7.2,-0.55,1.81818181818182,1.339060138
1,7.2,-0.525,1.9047619047619,1.389071229
1,7.2,-0.5,2,1.443217159
1,7.3,-1,1,0.8363430388
1,7.3,-0.975,1.02564102564103,0.8542794967
1,7.3,-0.95,1.05263157894737,0.8730386617
1,7.3,-0.925,1.08108108108108,0.8926796727
1,7.3,-0.9,1.11111111111111,0.9132678388
1,7.3,-0.875,1.14285714285714,0.93487493
1,7.3,-0.85,1.17647058823529,0.9575803997
1,7.3,-0.825,1.21212121212121,0.9814724326
1,7.3,-0.8,1.25,1.006648992
1,7.3,-0.775,1.29032258064516,1.03321916
1,7.3,-0.75,1.33333333333333,1.061305054
1,7.3,-0.725,1.37931034482759,1.091044163
1,7.3,-0.7,1.42857142857143,1.122590969
1,7.3,-0.675,1.48148148148148,1.156120212
1,7.3,-0.65,1.53846153846154,1.191830728
1,7.3,-0.625,1.6,1.229949063
1,7.3,-0.6,1.66666666666667,1.270735171
1,7.3,-0.575,1.73913043478261,1.314488589
1,7.3,-0.55,1.81818181818182,1.361556235
1,7.3,-0.525,1.9047619047619,1.412342535
1,7.3,-0.5,2,1.467321999
1,7.4,-1,1,0.8506492013
1,7.4,-0.975,1.02564102564103,0.8688789676
1,7.4,-0.95,1.05263157894737,0.8879442466
1,7.4,-0.925,1.08108108108108,0.9079050506
1,7.4,-0.9,1.11111111111111,0.9288276779
1,7.4,-0.875,1.14285714285714,0.9507848299
1,7.4,-0.85,1.17647058823529,0.973857299
1,7.4,-0.825,1.21212121212121,0.998134492
1,7.4,-0.8,1.25,1.023715595
1,7.4,-0.775,1.29032258064516,1.050711493
1,7.4,-0.75,1.33333333333333,1.079246053
1,7.4,-0.725,1.37931034482759,1.10945839
1,7.4,-0.7,1.42857142857143,1.141505549
1,7.4,-0.675,1.48148148148148,1.175564365
1,7.4,-0.65,1.53846153846154,1.211836701
1,7.4,-0.625,1.6,1.250551897
1,7.4,-0.6,1.66666666666667,1.2919734
1,7.4,-0.575,1.73913043478261,1.336404821
1,7.4,-0.55,1.81818181818182,1.384197501
1,7.4,-0.525,1.9047619047619,1.435761107
1,7.4,-0.5,2,1.491575735
1,7.5,-1,1,0.8650643867
1,7.5,-0.975,1.02564102564103,0.8835890912
1,7.5,-0.95,1.05263157894737,0.9029621724
1,7.5,-0.925,1.08108108108108,0.9232445736
1,7.5,-0.9,1.11111111111111,0.9445034084
1,7.5,-0.875,1.14285714285714,0.9668126004
1,7.5,-0.85,1.17647058823529,0.9902538732
1,7.5,-0.825,1.21212121212121,1.014918089
1,7.5,-0.8,1.25,1.04090583
1,7.5,-0.775,1.29032258064516,1.068329555
1,7.5,-0.75,1.33333333333333,1.097314758
1,7.5,-0.725,1.37931034482759,1.128002652
1,7.5,-0.7,1.42857142857143,1.160552027
1,7.5,-0.675,1.48148148148148,1.195142744
1,7.5,-0.65,1.53846153846154,1.23197888
1,7.5,-0.625,1.6,1.271293149
1,7.5,-0.6,1.66666666666667,1.313352259
1,7.5,-0.575,1.73913043478261,1.358463778
1,7.5,-0.55,1.81818181818182,1.406983472
1,7.5,-0.525,1.9047619047619,1.459326129
1,7.5,-0.5,2,1.515977783
1,7.6,-1,1,0.8795841713
1,7.6,-0.975,1.02564102564103,0.8984055021
1,7.6,-0.95,1.05263157894737,0.9180880152
1,7.6,-0.925,1.08108108108108,0.9386935853
1,7.6,-0.9,1.11111111111111,0.9602903738
1,7.6,-0.875,1.14285714285714,0.9829532355
1,7.6,-0.85,1.17647058823529,1.006765175
1,7.6,-0.825,1.21212121212121,1.031818334
1,7.6,-0.8,1.25,1.05821446
1,7.6,-0.775,1.29032258064516,1.086067758
1,7.6,-0.75,1.33333333333333,1.115505584
1,7.6,-0.725,1.37931034482759,1.14667078
1,7.6,-0.7,1.42857142857143,1.179724582
1,7.6,-0.675,1.48148148148148,1.214849064
1,7.6,-0.65,1.53846153846154,1.252250979
1,7.6,-0.625,1.6,1.292166067
1,7.6,-0.6,1.66666666666667,1.334864763
1,7.6,-0.575,1.73913043478261,1.380658126
1,7.6,-0.55,1.81818181818182,1.429906464
1,7.6,-0.525,1.9047619047619,1.483029686
1,7.6,-0.5,2,1.540519414
1,7.7,-1,1,0.8942084387
1,7.7,-0.975,1.02564102564103,0.9133278509
1,7.7,-0.95,1.05263157894737,0.9333214257
1,7.7,-0.925,1.08108108108108,0.9542518528
1,7.7,-0.9,1.11111111111111,0.9761881665
1,7.7,-0.875,1.14285714285714,0.9992064442
1,7.7,-0.85,1.17647058823529,1.023390796
1,7.7,-0.825,1.21212121212121,1.048834412
1,7.7,-0.8,1.25,1.075640903
1,7.7,-0.775,1.29032258064516,1.103925635
1,7.7,-0.75,1.33333333333333,1.13381783
1,7.7,-0.725,1.37931034482759,1.165462309
1,7.7,-0.7,1.42857142857143,1.199022401
1,7.7,-0.675,1.48148148148148,1.234682393
1,7.7,-0.65,1.53846153846154,1.272651949
1,7.7,-0.625,1.6,1.313169836
1,7.7,-0.6,1.66666666666667,1.356509631
1,7.7,-0.575,1.73913043478261,1.402986469
1,7.7,-0.55,1.81818181818182,1.45296508
1,7.7,-0.525,1.9047619047619,1.50687003
1,7.7,-0.5,2,1.565198996
1,7.8,-1,1,0.9089408559
1,7.8,-0.975,1.02564102564103,0.9283599793
1,7.8,-0.95,1.05263157894737,0.9486661875
1,7.8,-0.925,1.08108108108108,0.9699231014
1,7.8,-0.9,1.11111111111111,0.9922006866
1,7.8,-0.875,1.14285714285714,1.015576185
1,7.8,-0.85,1.17647058823529,1.040134695
1,7.8,-0.825,1.21212121212121,1.065970748
1,7.8,-0.8,1.25,1.093189348
1,7.8,-0.775,1.29032258064516,1.121907495
1,7.8,-0.75,1.33333333333333,1.152255922
1,7.8,-0.725,1.37931034482759,1.184381545
1,7.8,-0.7,1.42857142857143,1.218449674
1,7.8,-0.675,1.48148148148148,1.254647272
1,7.8,-0.65,1.53846153846154,1.293186331
1,7.8,-0.625,1.6,1.334308763
1,7.8,-0.6,1.66666666666667,1.378291636
1,7.8,-0.575,1.73913043478261,1.425453695
1,7.8,-0.55,1.81818181818182,1.476163976
1,7.8,-0.525,1.9047619047619,1.530852285
1,7.8,-0.5,2,1.59002142
1,7.9,-1,1,0.9237742051
1,7.9,-0.975,1.02564102564103,0.9434944368
1,7.9,-0.95,1.05263157894737,0.9641147917
1,7.9,-0.925,1.08108108108108,0.9856997058
1,7.9,-0.9,1.11111111111111,1.008320134
1,7.9,-0.875,1.14285714285714,1.032054191
1,7.9,-0.85,1.17647058823529,1.056988491
1,7.9,-0.825,1.21212121212121,1.083218609
1,7.9,-0.8,1.25,1.110850833
1,7.9,-0.775,1.29032258064516,1.140003907
1,7.9,-0.75,1.33333333333333,1.170810312
1,7.9,-0.725,1.37931034482759,1.203418709
1,7.9,-0.7,1.42857142857143,1.237996621
1,7.9,-0.675,1.48148148148148,1.274733339
1,7.9,-0.65,1.53846153846154,1.313843532
1,7.9,-0.625,1.6,1.355572022
1,7.9,-0.6,1.66666666666667,1.400199253
1,7.9,-0.575,1.73913043478261,1.448047813
1,7.9,-0.55,1.81818181818182,1.499490929
1,7.9,-0.525,1.9047619047619,1.554963179
1,7.9,-0.5,2,1.614973065
1,8,-1,1,0.9387138998
1,8,-0.975,1.02564102564103,0.9587368113
1,8,-0.95,1.05263157894737,0.9796727682
1,8,-0.925,1.08108108108108,1.001587254
1,8,-0.9,1.11111111111111,1.024552155
1,8,-0.875,1.14285714285714,1.048646634
1,8,-0.85,1.17647058823529,1.073958236
1,8,-0.825,1.21212121212121,1.10058405
1,8,-0.8,1.25,1.12863176
1,8,-0.775,1.29032258064516,1.158221625
1,8,-0.75,1.33333333333333,1.189487637
1,8,-0.725,1.37931034482759,1.222580555
1,8,-0.7,1.42857142857143,1.257670112
1,8,-0.675,1.48148148148148,1.294947579
1,8,-0.65,1.53846153846154,1.334630535
1,8,-0.625,1.6,1.376966713
1,8,-0.6,1.66666666666667,1.422239817
1,8,-0.575,1.73913043478261,1.470776275
1,8,-0.55,1.81818181818182,1.522953389
1,8,-0.525,1.9047619047619,1.579210744
1,8,-0.5,2,1.640061964
1,8.1,-1,1,0.9537533624
1,8.1,-0.975,1.02564102564103,0.9740802343
1,8.1,-0.95,1.05263157894737,0.9953333065
1,8.1,-0.925,1.08108108108108,1.017578761
1,8.1,-0.9,1.11111111111111,1.040889532
1,8.1,-0.875,1.14285714285714,1.06534583
1,8.1,-0.85,1.17647058823529,1.091036247
1,8.1,-0.825,1.21212121212121,1.118059386
1,8.1,-0.8,1.25,1.14652398
1,8.1,-0.775,1.29032258064516,1.176552032
1,8.1,-0.75,1.33333333333333,1.208279282
1,8.1,-0.725,1.37931034482759,1.241858234
1,8.1,-0.7,1.42857142857143,1.2774606
1,8.1,-0.675,1.48148148148148,1.315280329
1,8.1,-0.65,1.53846153846154,1.355537446
1,8.1,-0.625,1.6,1.398482593
1,8.1,-0.6,1.66666666666667,1.444402733
1,8.1,-0.575,1.73913043478261,1.49362802
1,8.1,-0.55,1.81818181818182,1.546539948
1,8.1,-0.525,1.9047619047619,1.603582758
1,8.1,-0.5,2,1.665275544
1,8.2,-1,1,0.9688962018
1,8.2,-0.975,1.02564102564103,0.9895284893
1,8.2,-0.95,1.05263157894737,1.011100132
1,8.2,-0.925,1.08108108108108,1.033678069
1,8.2,-0.9,1.11111111111111,1.057336223
1,8.2,-0.875,1.14285714285714,1.082155737
1,8.2,-0.85,1.17647058823529,1.108226599
1,8.2,-0.825,1.21212121212121,1.135648461
1,8.2,-0.8,1.25,1.164531684
1,8.2,-0.775,1.29032258064516,1.194999437
1,8.2,-0.75,1.33333333333333,1.227189321
1,8.2,-0.725,1.37931034482759,1.26125582
1,8.2,-0.7,1.42857142857143,1.297372743
1,8.2,-0.675,1.48148148148148,1.335736248
1,8.2,-0.65,1.53846153846154,1.376568922
1,8.2,-0.625,1.6,1.420124318
1,8.2,-0.6,1.66666666666667,1.466692658
1,8.2,-0.575,1.73913043478261,1.516607823
1,8.2,-0.55,1.81818181818182,1.570255379
1,8.2,-0.525,1.9047619047619,1.628084225
1,8.2,-0.5,2,1.690618694
1,8.3,-1,1,0.9841399733
1,8.3,-0.975,1.02564102564103,1.005079132
1,8.3,-0.95,1.05263157894737,1.026970684
1,8.3,-0.925,1.08108108108108,1.049882383
1,8.3,-0.9,1.11111111111111,1.073889318
1,8.3,-0.875,1.14285714285714,1.099073677
1,8.3,-0.85,1.17647058823529,1.125526382
1,8.3,-0.825,1.21212121212121,1.153348363
1,8.3,-0.8,1.25,1.182651496
1,8.3,-0.775,1.29032258064516,1.213560463
1,8.3,-0.75,1.33333333333333,1.246214611
1,8.3,-0.725,1.37931034482759,1.280770055
1,8.3,-0.7,1.42857142857143,1.31740293
1,8.3,-0.675,1.48148148148148,1.356311375
1,8.3,-0.65,1.53846153846154,1.397720771
1,8.3,-0.625,1.6,1.44188758
1,8.3,-0.6,1.66666666666667,1.489105285
1,8.3,-0.575,1.73913043478261,1.539711026
1,8.3,-0.55,1.81818181818182,1.594094792
1,8.3,-0.525,1.9047619047619,1.652709907
1,8.3,-0.5,2,1.716085826
1,8.4,-1,1,0.9994833963
1,8.4,-0.975,1.02564102564103,1.02073059
1,8.4,-0.95,1.05263157894737,1.042943331
1,8.4,-0.925,1.08108108108108,1.066190191
1,8.4,-0.9,1.11111111111111,1.090547303
1,8.4,-0.875,1.14285714285714,1.116097672
1,8.4,-0.85,1.17647058823529,1.142933615
1,8.4,-0.825,1.21212121212121,1.17115723
1,8.4,-0.8,1.25,1.20088167
1,8.4,-0.775,1.29032258064516,1.232233248
1,8.4,-0.75,1.33333333333333,1.265352825
1,8.4,-0.725,1.37931034482759,1.30039861
1,8.4,-0.7,1.42857142857143,1.337548485
1,8.4,-0.675,1.48148148148148,1.377003151
1,8.4,-0.65,1.53846153846154,1.418990549
1,8.4,-0.625,1.6,1.463769702
1,8.4,-0.6,1.66666666666667,1.511637354
1,8.4,-0.575,1.73913043478261,1.562934602
1,8.4,-0.55,1.81818181818182,1.618054928
1,8.4,-0.525,1.9047619047619,1.677456195
1,8.4,-0.5,2,1.741673215
1,8.5,-1,1,1.014927402
1,8.5,-0.975,1.02564102564103,1.036484027
1,8.5,-0.95,1.05263157894737,1.05901924
1,8.5,-0.925,1.08108108108108,1.082602772
1,8.5,-0.9,1.11111111111111,1.107311225
1,8.5,-0.875,1.14285714285714,1.133229118
1,8.5,-0.85,1.17647058823529,1.160449698
1,8.5,-0.825,1.21212121212121,1.189076225
1,8.5,-0.8,1.25,1.219223253
1,8.5,-0.775,1.29032258064516,1.251018839
1,8.5,-0.75,1.33333333333333,1.284605241
1,8.5,-0.725,1.37931034482759,1.320142532
1,8.5,-0.7,1.42857142857143,1.357810805
1,8.5,-0.675,1.48148148148148,1.397812855
1,8.5,-0.65,1.53846153846154,1.440379187
1,8.5,-0.625,1.6,1.485771732
1,8.5,-0.6,1.66666666666667,1.534290262
1,8.5,-0.575,1.73913043478261,1.58627925
1,8.5,-0.55,1.81818181818182,1.642136485
1,8.5,-0.525,1.9047619047619,1.702324022
1,8.5,-0.5,2,1.767381676
1,8.6,-1,1,1.030467218
1,8.6,-0.975,1.02564102564103,1.052334439
1,8.6,-0.95,1.05263157894737,1.075193286
1,8.6,-0.925,1.08108108108108,1.099114539
1,8.6,-0.9,1.11111111111111,1.124175731
1,8.6,-0.875,1.14285714285714,1.150462194
1,8.6,-0.85,1.17647058823529,1.178068575
1,8.6,-0.825,1.21212121212121,1.20709918
1,8.6,-0.8,1.25,1.237670192
1,8.6,-0.775,1.29032258064516,1.269910717
1,8.6,-0.75,1.33333333333333,1.303965109
1,8.6,-0.725,1.37931034482759,1.339995069
1,8.6,-0.7,1.42857142857143,1.378182671
1,8.6,-0.675,1.48148148148148,1.418733038
1,8.6,-0.65,1.53846153846154,1.461879117
1,8.6,-0.625,1.6,1.507885638
1,8.6,-0.6,1.66666666666667,1.557055512
1,8.6,-0.575,1.73913043478261,1.609736704
1,8.6,-0.55,1.81818181818182,1.666330616
1,8.6,-0.525,1.9047619047619,1.727303956
1,8.6,-0.5,2,1.793201198
1,8.7,-1,1,1.046105172
1,8.7,-0.975,1.02564102564103,1.068284037
1,8.7,-0.95,1.05263157894737,1.091467915
1,8.7,-0.925,1.08108108108108,1.115728053
1,8.7,-0.9,1.11111111111111,1.141143148
1,8.7,-0.875,1.14285714285714,1.167799579
1,8.7,-0.85,1.17647058823529,1.195792924
1,8.7,-0.825,1.21212121212121,1.225228887
1,8.7,-0.8,1.25,1.256224932
1,8.7,-0.775,1.29032258064516,1.288911793
1,8.7,-0.75,1.33333333333333,1.323435223
1,8.7,-0.725,1.37931034482759,1.3599589
1,8.7,-0.7,1.42857142857143,1.398666878
1,8.7,-0.675,1.48148148148148,1.439766493
1,8.7,-0.65,1.53846153846154,1.483493135
1,8.7,-0.625,1.6,1.530114328
1,8.7,-0.6,1.66666666666667,1.579935895
1,8.7,-0.575,1.73913043478261,1.63330941
1,8.7,-0.55,1.81818181818182,1.690640114
1,8.7,-0.525,1.9047619047619,1.752398792
1,8.7,-0.5,2,1.81913469
1,8.8,-1,1,1.061839634
1,8.8,-0.975,1.02564102564103,1.084331539
1,8.8,-0.95,1.05263157894737,1.107841497
1,8.8,-0.925,1.08108108108108,1.132441685
1,8.8,-0.9,1.11111111111111,1.158211846
1,8.8,-0.875,1.14285714285714,1.185239293
1,8.8,-0.85,1.17647058823529,1.213620882
1,8.8,-0.825,1.21212121212121,1.243463368
1,8.8,-0.8,1.25,1.27488561
1,8.8,-0.775,1.29032258064516,1.308019739
1,8.8,-0.75,1.33333333333333,1.343013253
1,8.8,-0.725,1.37931034482759,1.380031696
1,8.8,-0.7,1.42857142857143,1.419260865
1,8.8,-0.675,1.48148148148148,1.460910542
1,8.8,-0.65,1.53846153846154,1.505218446
1,8.8,-0.625,1.6,1.552454894
1,8.8,-0.6,1.66666666666667,1.60292862
1,8.8,-0.575,1.73913043478261,1.656994456
1,8.8,-0.55,1.81818181818182,1.715061604
1,8.8,-0.525,1.9047619047619,1.777604921
1,8.8,-0.5,2,1.845178311
1,8.9,-1,1,1.077670604
1,8.9,-0.975,1.02564102564103,1.100476482
1,8.9,-0.95,1.05263157894737,1.124313683
1,8.9,-0.925,1.08108108108108,1.1492552
1,8.9,-0.9,1.11111111111111,1.175381476
1,8.9,-0.875,1.14285714285714,1.202781219
1,8.9,-0.85,1.17647058823529,1.231551985
1,8.9,-0.825,1.21212121212121,1.261802157
1,8.9,-0.8,1.25,1.293651527
1,8.9,-0.775,1.29032258064516,1.327234088
1,8.9,-0.75,1.33333333333333,1.362698735
1,8.9,-0.725,1.37931034482759,1.400212757
1,8.9,-0.7,1.42857142857143,1.439964049
1,8.9,-0.675,1.48148148148148,1.482164487
1,8.9,-0.65,1.53846153846154,1.527054352
1,8.9,-0.625,1.6,1.574906171
1,8.9,-0.6,1.66666666666667,1.626032288
1,8.9,-0.575,1.73913043478261,1.680790447
1,8.9,-0.55,1.81818181818182,1.739593572
1,8.9,-0.525,1.9047619047619,1.802920597
1,8.9,-0.5,2,1.871330081
1,9,-1,1,1.093595754
1,9,-0.975,1.02564102564103,1.116716769
1,9,-0.95,1.05263157894737,1.140882145
1,9,-0.925,1.08108108108108,1.166166039
1,9,-0.9,1.11111111111111,1.192649594
1,9,-0.875,1.14285714285714,1.220422564
1,9,-0.85,1.17647058823529,1.249583671
1,9,-0.825,1.21212121212121,1.280242344
1,9,-0.8,1.25,1.312520006
1,9,-0.775,1.29032258064516,1.346551813
1,9,-0.75,1.33333333333333,1.382488525
1,9,-0.725,1.37931034482759,1.420498942
1,9,-0.7,1.42857142857143,1.460773055
1,9,-0.675,1.48148148148148,1.503524836
1,9,-0.65,1.53846153846154,1.548996894
1,9,-0.625,1.6,1.597464667
1,9,-0.6,1.66666666666667,1.649242942
1,9,-0.575,1.73913043478261,1.70469319
1,9,-0.55,1.81818181818182,1.764231594
1,9,-0.525,1.9047619047619,1.828341396
1,9,-0.5,2,1.897585229
1,9.1,-1,1,1.109615085
1,9.1,-0.975,1.02564102564103,1.133052283
1,9.1,-0.95,1.05263157894737,1.157546998
1,9.1,-0.925,1.08108108108108,1.183174201
1,9.1,-0.9,1.11111111111111,1.210016082
1,9.1,-0.875,1.14285714285714,1.238163211
1,9.1,-0.85,1.17647058823529,1.26771559
1,9.1,-0.825,1.21212121212121,1.298783929
1,9.1,-0.8,1.25,1.331490814
1,9.1,-0.775,1.29032258064516,1.365972799
1,9.1,-0.75,1.33333333333333,1.402382157
1,9.1,-0.725,1.37931034482759,1.440889784
1,9.1,-0.7,1.42857142857143,1.481687417
1,9.1,-0.675,1.48148148148148,1.524991007
1,9.1,-0.65,1.53846153846154,1.571045723
1,9.1,-0.625,1.6,1.620129449
1,9.1,-0.6,1.66666666666667,1.672559883
1,9.1,-0.575,1.73913043478261,1.728701871
1,9.1,-0.55,1.81818181818182,1.788974856
1,9.1,-0.525,1.9047619047619,1.853865921
1,9.1,-0.5,2,1.923942356
1,9.2,-1,1,1.125726849
1,9.2,-0.975,1.02564102564103,1.149481046
1,9.2,-0.95,1.05263157894737,1.174306148
1,9.2,-0.925,1.08108108108108,1.200277591
1,9.2,-0.9,1.11111111111111,1.22747873
1,9.2,-0.875,1.14285714285714,1.256001065
1,9.2,-0.85,1.17647058823529,1.285945647
1,9.2,-0.825,1.21212121212121,1.317424467
1,9.2,-0.8,1.25,1.350561273
1,9.2,-0.775,1.29032258064516,1.385494252
1,9.2,-0.75,1.33333333333333,1.422377187
1,9.2,-0.725,1.37931034482759,1.46138249
1,9.2,-0.7,1.42857142857143,1.502703992
1,9.2,-0.675,1.48148148148148,1.546559855
1,9.2,-0.65,1.53846153846154,1.593197347
1,9.2,-0.625,1.6,1.642897027
1,9.2,-0.6,1.66666666666667,1.695979503
1,9.2,-0.575,1.73913043478261,1.752812415
1,9.2,-0.55,1.81818181818182,1.81381905
1,9.2,-0.525,1.9047619047619,1.879490097
1,9.2,-0.5,2,1.950396923
1,9.3,-1,1,1.141933608
1,9.3,-0.975,1.02564102564103,1.166006085
1,9.3,-0.95,1.05263157894737,1.191162388
1,9.3,-0.925,1.08108108108108,1.217479119
1,9.3,-0.9,1.11111111111111,1.245040563
1,9.3,-0.875,1.14285714285714,1.273939037
1,9.3,-0.85,1.17647058823529,1.304276753
1,9.3,-0.825,1.21212121212121,1.336166868
1,9.3,-0.8,1.25,1.369734528
1,9.3,-0.775,1.29032258064516,1.405119314
1,9.3,-0.75,1.33333333333333,1.442476409
1,9.3,-0.725,1.37931034482759,1.481980202
1,9.3,-0.7,1.42857142857143,1.523826271
1,9.3,-0.675,1.48148148148148,1.568234642
1,9.3,-0.65,1.53846153846154,1.615455258
1,9.3,-0.625,1.6,1.665770891
1,9.3,-0.6,1.66666666666667,1.71950506
1,9.3,-0.575,1.73913043478261,1.777028432
1,9.3,-0.55,1.81818181818182,1.838767552
1,9.3,-0.525,1.9047619047619,1.905217185
1,9.3,-0.5,2,1.97695219
1,9.4,-1,1,1.158228843
1,9.4,-0.975,1.02564102564103,1.182620181
1,9.4,-0.95,1.05263157894737,1.208108733
1,9.4,-0.925,1.08108108108108,1.234771567
1,9.4,-0.9,1.11111111111111,1.262694015
1,9.4,-0.875,1.14285714285714,1.291969442
1,9.4,-0.85,1.17647058823529,1.322701108
1,9.4,-0.825,1.21212121212121,1.355003216
1,9.4,-0.8,1.25,1.389002427
1,9.4,-0.775,1.29032258064516,1.424839487
1,9.4,-0.75,1.33333333333333,1.462671324
1,9.4,-0.725,1.37931034482759,1.502673957
1,9.4,-0.7,1.42857142857143,1.54504471
1,9.4,-0.675,1.48148148148148,1.590005821
1,9.4,-0.65,1.53846153846154,1.637809328
1,9.4,-0.625,1.6,1.688740565
